id,label
30376,1
30377,0
30378,1
30379,0
30380,0
30381,1
30382,1
30383,0
30384,1
30385,0
30386,0
30387,1
30388,1
30389,1
30390,0
30391,1
30392,0
30393,1
30394,0
30395,0
30396,1
30397,0
30398,0
30399,0
30400,1
30401,0
30402,0
30403,0
30404,0
30405,1
30406,0
30407,0
30408,0
30409,1
30410,1
30411,0
30412,0
30413,0
30414,0
30415,0
30416,1
30417,0
30418,1
30419,1
30420,0
30421,1
30422,0
30423,0
30424,0
30425,1
30426,0
30427,0
30428,0
30429,0
30430,0
30431,0
30432,1
30433,1
30434,0
30435,1
30436,1
30437,0
30438,1
30439,0
30440,1
30441,0
30442,0
30443,1
30444,0
30445,1
30446,1
30447,0
30448,0
30449,0
30450,0
30451,1
30452,0
30453,0
30454,1
30455,0
30456,0
30457,1
30458,0
30459,1
30460,1
30461,1
30462,1
30463,0
30464,1
30465,0
30466,0
30467,1
30468,1
30469,1
30470,0
30471,1
30472,0
30473,0
30474,0
30475,1
30476,1
30477,1
30478,0
30479,1
30480,0
30481,1
30482,1
30483,0
30484,1
30485,1
30486,0
30487,1
30488,0
30489,0
30490,1
30491,0
30492,0
30493,0
30494,1
30495,1
30496,1
30497,0
30498,1
30499,1
30500,0
30501,0
30502,1
30503,0
30504,0
30505,0
30506,1
30507,0
30508,0
30509,1
30510,1
30511,0
30512,0
30513,1
30514,1
30515,1
30516,0
30517,0
30518,0
30519,0
30520,1
30521,0
30522,1
30523,0
30524,1
30525,1
30526,0
30527,0
30528,0
30529,0
30530,1
30531,1
30532,0
30533,0
30534,0
30535,1
30536,0
30537,1
30538,0
30539,0
30540,0
30541,1
30542,1
30543,0
30544,1
30545,1
30546,1
30547,0
30548,1
30549,1
30550,1
30551,1
30552,0
30553,0
30554,0
30555,0
30556,0
30557,0
30558,1
30559,1
30560,1
30561,0
30562,1
30563,0
30564,1
30565,0
30566,0
30567,0
30568,1
30569,0
30570,1
30571,1
30572,0
30573,0
30574,0
30575,0
30576,1
30577,0
30578,0
30579,0
30580,1
30581,0
30582,1
30583,1
30584,1
30585,1
30586,0
30587,1
30588,1
30589,0
30590,0
30591,1
30592,0
30593,0
30594,0
30595,0
30596,1
30597,0
30598,0
30599,1
30600,0
30601,1
30602,1
30603,1
30604,1
30605,0
30606,0
30607,0
30608,1
30609,0
30610,1
30611,1
30612,0
30613,0
30614,0
30615,1
30616,0
30617,1
30618,1
30619,0
30620,0
30621,1
30622,0
30623,1
30624,0
30625,0
30626,0
30627,1
30628,0
30629,1
30630,0
30631,1
30632,0
30633,1
30634,1
30635,1
30636,1
30637,1
30638,0
30639,0
30640,0
30641,0
30642,0
30643,0
30644,1
30645,1
30646,0
30647,0
30648,1
30649,0
30650,0
30651,0
30652,1
30653,0
30654,1
30655,0
30656,1
30657,0
30658,0
30659,0
30660,0
30661,0
30662,0
30663,0
30664,0
30665,0
30666,1
30667,0
30668,0
30669,1
30670,0
30671,1
30672,1
30673,0
30674,0
30675,1
30676,0
30677,0
30678,0
30679,0
30680,0
30681,1
30682,0
30683,1
30684,0
30685,0
30686,0
30687,1
30688,0
30689,0
30690,0
30691,1
30692,0
30693,0
30694,1
30695,0
30696,1
30697,0
30698,0
30699,0
30700,0
30701,1
30702,1
30703,0
30704,0
30705,0
30706,0
30707,0
30708,1
30709,0
30710,1
30711,1
30712,1
30713,1
30714,0
30715,1
30716,1
30717,1
30718,0
30719,0
30720,0
30721,0
30722,1
30723,1
30724,0
30725,0
30726,1
30727,0
30728,1
30729,1
30730,1
30731,0
30732,0
30733,0
30734,0
30735,0
30736,1
30737,1
30738,1
30739,1
30740,1
30741,1
30742,0
30743,1
30744,0
30745,0
30746,1
30747,0
30748,1
30749,0
30750,1
30751,1
30752,1
30753,1
30754,1
30755,1
30756,0
30757,0
30758,1
30759,0
30760,0
30761,0
30762,0
30763,1
30764,0
30765,1
30766,1
30767,0
30768,0
30769,0
30770,1
30771,0
30772,1
30773,1
30774,1
30775,1
30776,0
30777,0
30778,1
30779,1
30780,1
30781,1
30782,1
30783,0
30784,1
30785,0
30786,1
30787,1
30788,0
30789,0
30790,0
30791,0
30792,1
30793,1
30794,1
30795,1
30796,0
30797,0
30798,1
30799,1
30800,1
30801,1
30802,1
30803,1
30804,1
30805,0
30806,1
30807,0
30808,0
30809,0
30810,0
30811,1
30812,1
30813,0
30814,0
30815,1
30816,1
30817,0
30818,1
30819,0
30820,1
30821,0
30822,1
30823,1
30824,1
30825,0
30826,1
30827,1
30828,0
30829,1
30830,0
30831,0
30832,0
30833,1
30834,1
30835,0
30836,0
30837,0
30838,1
30839,0
30840,0
30841,1
30842,1
30843,1
30844,0
30845,0
30846,0
30847,1
30848,0
30849,0
30850,0
30851,0
30852,0
30853,0
30854,0
30855,0
30856,1
30857,0
30858,1
30859,1
30860,1
30861,0
30862,0
30863,1
30864,1
30865,1
30866,1
30867,0
30868,1
30869,1
30870,0
30871,0
30872,0
30873,0
30874,0
30875,1
30876,0
30877,1
30878,0
30879,1
30880,1
30881,1
30882,1
30883,1
30884,0
30885,0
30886,0
30887,0
30888,0
30889,0
30890,1
30891,1
30892,1
30893,0
30894,0
30895,0
30896,1
30897,0
30898,1
30899,0
30900,1
30901,0
30902,0
30903,0
30904,0
30905,1
30906,0
30907,1
30908,1
30909,1
30910,1
30911,1
30912,0
30913,1
30914,1
30915,0
30916,0
30917,0
30918,0
30919,1
30920,0
30921,1
30922,0
30923,1
30924,0
30925,0
30926,0
30927,0
30928,0
30929,1
30930,1
30931,1
30932,0
30933,1
30934,0
30935,0
30936,1
30937,1
30938,1
30939,1
30940,1
30941,1
30942,1
30943,0
30944,1
30945,0
30946,0
30947,0
30948,0
30949,1
30950,0
30951,0
30952,1
30953,1
30954,0
30955,1
30956,1
30957,1
30958,1
30959,0
30960,1
30961,0
30962,0
30963,1
30964,0
30965,1
30966,0
30967,0
30968,0
30969,0
30970,0
30971,1
30972,0
30973,1
30974,1
30975,1
30976,0
30977,0
30978,1
30979,0
30980,1
30981,0
30982,1
30983,0
30984,1
30985,0
30986,0
30987,0
30988,1
30989,1
30990,1
30991,1
30992,1
30993,0
30994,1
30995,1
30996,1
30997,1
30998,1
30999,0
31000,1
31001,1
31002,0
31003,1
31004,1
31005,0
31006,0
31007,0
31008,0
31009,0
31010,1
31011,0
31012,1
31013,0
31014,1
31015,0
31016,0
31017,1
31018,1
31019,0
31020,1
31021,1
31022,1
31023,0
31024,0
31025,0
31026,0
31027,0
31028,0
31029,1
31030,1
31031,1
31032,1
31033,0
31034,1
31035,0
31036,0
31037,1
31038,1
31039,1
31040,0
31041,1
31042,1
31043,0
31044,0
31045,1
31046,0
31047,1
31048,0
31049,1
31050,1
31051,0
31052,0
31053,0
31054,0
31055,0
31056,0
31057,1
31058,0
31059,0
31060,0
31061,1
31062,0
31063,0
31064,1
31065,1
31066,1
31067,1
31068,0
31069,0
31070,1
31071,0
31072,1
31073,1
31074,1
31075,0
31076,1
31077,0
31078,0
31079,0
31080,1
31081,1
31082,0
31083,1
31084,1
31085,0
31086,0
31087,0
31088,1
31089,0
31090,0
31091,1
31092,1
31093,1
31094,0
31095,1
31096,0
31097,1
31098,0
31099,1
31100,0
31101,1
31102,1
31103,1
31104,0
31105,1
31106,0
31107,1
31108,0
31109,0
31110,0
31111,0
31112,1
31113,0
31114,1
31115,0
31116,1
31117,0
31118,1
31119,0
31120,1
31121,0
31122,0
31123,1
31124,0
31125,1
31126,0
31127,0
31128,1
31129,1
31130,0
31131,0
31132,0
31133,0
31134,0
31135,0
31136,1
31137,0
31138,0
31139,1
31140,0
31141,0
31142,1
31143,1
31144,0
31145,0
31146,1
31147,0
31148,0
31149,0
31150,1
31151,1
31152,0
31153,0
31154,0
31155,0
31156,1
31157,0
31158,0
31159,1
31160,1
31161,0
31162,0
31163,0
31164,0
31165,0
31166,0
31167,0
31168,1
31169,1
31170,1
31171,0
31172,0
31173,1
31174,0
31175,0
31176,0
31177,1
31178,0
31179,1
31180,1
31181,1
31182,1
31183,1
31184,1
31185,0
31186,0
31187,0
31188,0
31189,0
31190,0
31191,1
31192,1
31193,1
31194,0
31195,0
31196,1
31197,0
31198,1
31199,0
31200,0
31201,1
31202,0
31203,1
31204,1
31205,0
31206,0
31207,1
31208,0
31209,1
31210,0
31211,0
31212,0
31213,0
31214,1
31215,0
31216,0
31217,1
31218,0
31219,0
31220,0
31221,1
31222,0
31223,1
31224,0
31225,1
31226,1
31227,1
31228,1
31229,1
31230,1
31231,0
31232,0
31233,1
31234,0
31235,1
31236,0
31237,1
31238,0
31239,1
31240,0
31241,0
31242,1
31243,1
31244,1
31245,1
31246,0
31247,0
31248,1
31249,1
31250,1
31251,0
31252,1
31253,1
31254,0
31255,0
31256,0
31257,1
31258,0
31259,0
31260,1
31261,1
31262,1
31263,0
31264,0
31265,1
31266,0
31267,0
31268,0
31269,0
31270,0
31271,0
31272,1
31273,0
31274,1
31275,0
31276,1
31277,0
31278,0
31279,0
31280,1
31281,0
31282,1
31283,0
31284,0
31285,0
31286,1
31287,0
31288,1
31289,1
31290,0
31291,0
31292,1
31293,1
31294,0
31295,0
31296,0
31297,1
31298,0
31299,1
31300,0
31301,0
31302,0
31303,1
31304,0
31305,0
31306,1
31307,1
31308,0
31309,0
31310,1
31311,0
31312,0
31313,0
31314,0
31315,1
31316,0
31317,0
31318,1
31319,1
31320,1
31321,0
31322,0
31323,1
31324,1
31325,1
31326,0
31327,0
31328,0
31329,0
31330,1
31331,1
31332,1
31333,0
31334,1
31335,0
31336,0
31337,0
31338,1
31339,0
31340,0
31341,0
31342,1
31343,1
31344,1
31345,0
31346,0
31347,0
31348,1
31349,1
31350,0
31351,1
31352,0
31353,0
31354,0
31355,0
31356,0
31357,0
31358,0
31359,0
31360,0
31361,0
31362,0
31363,0
31364,1
31365,1
31366,1
31367,0
31368,0
31369,0
31370,1
31371,1
31372,0
31373,0
31374,1
31375,1
31376,1
31377,1
31378,0
31379,0
31380,0
31381,0
31382,0
31383,0
31384,0
31385,0
31386,1
31387,0
31388,0
31389,1
31390,1
31391,1
31392,1
31393,0
31394,1
31395,1
31396,0
31397,1
31398,1
31399,0
31400,0
31401,1
31402,0
31403,0
31404,0
31405,0
31406,1
31407,0
31408,0
31409,0
31410,0
31411,0
31412,1
31413,0
31414,0
31415,0
31416,0
31417,1
31418,0
31419,0
31420,0
31421,0
31422,0
31423,1
31424,1
31425,1
31426,0
31427,0
31428,0
31429,0
31430,0
31431,1
31432,1
31433,0
31434,0
31435,1
31436,0
31437,0
31438,0
31439,0
31440,0
31441,0
31442,0
31443,1
31444,0
31445,1
31446,0
31447,0
31448,0
31449,1
31450,0
31451,1
31452,0
31453,0
31454,1
31455,0
31456,1
31457,0
31458,1
31459,1
31460,0
31461,0
31462,0
31463,0
31464,0
31465,1
31466,0
31467,1
31468,1
31469,0
31470,0
31471,0
31472,1
31473,0
31474,1
31475,1
31476,0
31477,1
31478,1
31479,0
31480,0
31481,1
31482,1
31483,0
31484,1
31485,1
31486,0
31487,1
31488,1
31489,1
31490,1
31491,1
31492,1
31493,0
31494,0
31495,1
31496,1
31497,1
31498,1
31499,1
31500,0
31501,0
31502,1
31503,0
31504,1
31505,1
31506,1
31507,1
31508,1
31509,0
31510,0
31511,1
31512,0
31513,0
31514,0
31515,0
31516,0
31517,0
31518,1
31519,1
31520,1
31521,1
31522,0
31523,0
31524,0
31525,0
31526,0
31527,0
31528,1
31529,0
31530,0
31531,1
31532,0
31533,0
31534,0
31535,0
31536,0
31537,0
31538,1
31539,1
31540,0
31541,0
31542,1
31543,0
31544,1
31545,1
31546,0
31547,0
31548,1
31549,1
31550,1
31551,0
31552,0
31553,1
31554,1
31555,1
31556,1
31557,0
31558,1
31559,0
31560,0
31561,1
31562,0
31563,0
31564,0
31565,0
31566,0
31567,0
31568,1
31569,1
31570,0
31571,0
31572,0
31573,0
31574,0
31575,0
31576,1
31577,1
31578,0
31579,0
31580,0
31581,0
31582,1
31583,0
31584,0
31585,0
31586,0
31587,0
31588,0
31589,0
31590,0
31591,0
31592,0
31593,1
31594,1
31595,0
31596,1
31597,0
31598,0
31599,1
31600,1
31601,0
31602,0
31603,0
31604,1
31605,0
31606,1
31607,0
31608,0
31609,1
31610,1
31611,1
31612,0
31613,1
31614,0
31615,1
31616,1
31617,1
31618,1
31619,1
31620,1
31621,0
31622,0
31623,0
31624,1
31625,1
31626,1
31627,0
31628,1
31629,0
31630,1
31631,1
31632,0
31633,1
31634,0
31635,1
31636,0
31637,0
31638,0
31639,1
31640,0
31641,0
31642,1
31643,1
31644,0
31645,0
31646,0
31647,0
31648,1
31649,0
31650,0
31651,0
31652,1
31653,1
31654,1
31655,1
31656,1
31657,1
31658,1
31659,1
31660,0
31661,1
31662,1
31663,0
31664,1
31665,0
31666,0
31667,0
31668,0
31669,1
31670,0
31671,0
31672,0
31673,1
31674,1
31675,1
31676,1
31677,0
31678,1
31679,0
31680,1
31681,1
31682,0
31683,0
31684,0
31685,1
31686,0
31687,1
31688,0
31689,1
31690,0
31691,1
31692,0
31693,1
31694,0
31695,0
31696,1
31697,0
31698,1
31699,0
31700,0
31701,1
31702,1
31703,0
31704,1
31705,1
31706,0
31707,0
31708,0
31709,0
31710,0
31711,1
31712,1
31713,0
31714,1
31715,1
31716,0
31717,0
31718,0
31719,0
31720,1
31721,1
31722,0
31723,0
31724,1
31725,1
31726,0
31727,1
31728,1
31729,1
31730,1
31731,0
31732,0
31733,1
31734,1
31735,1
31736,1
31737,0
31738,1
31739,1
31740,0
31741,1
31742,0
31743,0
31744,0
31745,0
31746,0
31747,1
31748,1
31749,0
31750,0
31751,0
31752,1
31753,0
31754,0
31755,0
31756,0
31757,0
31758,0
31759,0
31760,0
31761,1
31762,1
31763,0
31764,1
31765,0
31766,0
31767,1
31768,1
31769,1
31770,0
31771,1
31772,1
31773,1
31774,1
31775,0
31776,0
31777,1
31778,0
31779,0
31780,0
31781,1
31782,1
31783,1
31784,1
31785,1
31786,0
31787,1
31788,1
31789,1
31790,0
31791,0
31792,0
31793,1
31794,0
31795,1
31796,1
31797,1
31798,0
31799,1
31800,0
31801,0
31802,1
31803,0
31804,1
31805,0
31806,1
31807,1
31808,1
31809,0
31810,0
31811,1
31812,1
31813,0
31814,1
31815,1
31816,1
31817,0
31818,0
31819,1
31820,0
31821,1
31822,1
31823,1
31824,0
31825,0
31826,1
31827,0
31828,0
31829,0
31830,0
31831,1
31832,0
31833,1
31834,1
31835,1
31836,0
31837,1
31838,0
31839,1
31840,1
31841,0
31842,0
31843,0
31844,0
31845,0
31846,0
31847,1
31848,0
31849,1
31850,1
31851,1
31852,1
31853,1
31854,1
31855,0
31856,0
31857,0
31858,1
31859,1
31860,1
31861,1
31862,1
31863,0
31864,0
31865,0
31866,1
31867,0
31868,0
31869,0
31870,0
31871,1
31872,1
31873,1
31874,1
31875,1
31876,1
31877,0
31878,1
31879,0
31880,0
31881,0
31882,0
31883,0
31884,0
31885,0
31886,1
31887,1
31888,0
31889,0
31890,0
31891,1
31892,0
31893,1
31894,0
31895,0
31896,0
31897,0
31898,0
31899,1
31900,1
31901,0
31902,0
31903,1
31904,1
31905,0
31906,1
31907,1
31908,0
31909,0
31910,0
31911,1
31912,1
31913,0
31914,1
31915,1
31916,1
31917,0
31918,1
31919,1
31920,0
31921,1
31922,0
31923,1
31924,0
31925,0
31926,0
31927,0
31928,0
31929,0
31930,1
31931,1
31932,0
31933,1
31934,0
31935,0
31936,0
31937,0
31938,0
31939,0
31940,0
31941,0
31942,0
31943,1
31944,0
31945,1
31946,0
31947,1
31948,1
31949,0
31950,1
31951,0
31952,1
31953,0
31954,0
31955,0
31956,1
31957,0
31958,0
31959,1
31960,0
31961,1
31962,1
31963,0
31964,0
31965,1
31966,0
31967,1
31968,1
31969,0
31970,1
31971,1
31972,0
31973,1
31974,0
31975,0
31976,0
31977,0
31978,1
31979,1
31980,0
31981,1
31982,0
31983,0
31984,0
31985,0
31986,1
31987,1
31988,0
31989,0
31990,0
31991,1
31992,1
31993,1
31994,1
31995,0
31996,0
31997,0
31998,1
31999,0
32000,0
32001,0
32002,1
32003,1
32004,0
32005,0
32006,0
32007,0
32008,1
32009,0
32010,0
32011,0
32012,0
32013,0
32014,0
32015,1
32016,1
32017,0
32018,0
32019,1
32020,1
32021,0
32022,0
32023,0
32024,1
32025,1
32026,1
32027,0
32028,0
32029,0
32030,0
32031,1
32032,0
32033,0
32034,0
32035,0
32036,1
32037,1
32038,0
32039,0
32040,0
32041,1
32042,0
32043,0
32044,0
32045,1
32046,1
32047,1
32048,0
32049,1
32050,1
32051,1
32052,0
32053,1
32054,1
32055,0
32056,0
32057,1
32058,0
32059,0
32060,0
32061,1
32062,0
32063,0
32064,0
32065,0
32066,0
32067,1
32068,0
32069,1
32070,1
32071,0
32072,1
32073,1
32074,0
32075,1
32076,0
32077,0
32078,0
32079,0
32080,0
32081,1
32082,1
32083,1
32084,1
32085,1
32086,0
32087,0
32088,0
32089,0
32090,0
32091,0
32092,1
32093,1
32094,1
32095,0
32096,0
32097,0
32098,0
32099,0
32100,1
32101,1
32102,0
32103,0
32104,0
32105,0
32106,1
32107,0
32108,0
32109,0
32110,0
32111,1
32112,0
32113,1
32114,1
32115,1
32116,0
32117,1
32118,0
32119,1
32120,0
32121,0
32122,0
32123,0
32124,0
32125,0
32126,1
32127,1
32128,0
32129,0
32130,1
32131,0
32132,0
32133,0
32134,0
32135,0
32136,1
32137,1
32138,0
32139,0
32140,0
32141,1
32142,0
32143,0
32144,0
32145,0
32146,0
32147,0
32148,0
32149,0
32150,0
32151,1
32152,1
32153,1
32154,0
32155,0
32156,0
32157,0
32158,0
32159,1
32160,0
32161,0
32162,0
32163,1
32164,0
32165,0
32166,0
32167,1
32168,1
32169,0
32170,1
32171,0
32172,0
32173,0
32174,0
32175,0
32176,1
32177,1
32178,1
32179,0
32180,1
32181,1
32182,0
32183,0
32184,1
32185,0
32186,1
32187,1
32188,0
32189,0
32190,1
32191,1
32192,1
32193,0
32194,1
32195,1
32196,0
32197,0
32198,0
32199,1
32200,0
32201,0
32202,0
32203,1
32204,0
32205,1
32206,1
32207,0
32208,1
32209,0
32210,0
32211,0
32212,0
32213,0
32214,1
32215,0
32216,1
32217,0
32218,1
32219,1
32220,1
32221,0
32222,0
32223,0
32224,1
32225,0
32226,0
32227,1
32228,1
32229,1
32230,1
32231,1
32232,1
32233,0
32234,0
32235,0
32236,1
32237,0
32238,0
32239,0
32240,1
32241,0
32242,1
32243,0
32244,0
32245,1
32246,1
32247,1
32248,0
32249,0
32250,1
32251,1
32252,0
32253,1
32254,1
32255,0
32256,0
32257,1
32258,1
32259,1
32260,1
32261,1
32262,1
32263,0
32264,0
32265,1
32266,1
32267,0
32268,0
32269,0
32270,0
32271,1
32272,1
32273,0
32274,0
32275,1
32276,0
32277,0
32278,0
32279,1
32280,1
32281,0
32282,0
32283,1
32284,0
32285,0
32286,1
32287,1
32288,1
32289,0
32290,1
32291,0
32292,0
32293,1
32294,0
32295,1
32296,1
32297,1
32298,1
32299,0
32300,1
32301,0
32302,1
32303,1
32304,0
32305,0
32306,0
32307,0
32308,1
32309,0
32310,0
32311,1
32312,0
32313,0
32314,1
32315,1
32316,1
32317,1
32318,0
32319,1
32320,0
32321,1
32322,0
32323,0
32324,0
32325,0
32326,1
32327,0
32328,0
32329,1
32330,1
32331,1
32332,0
32333,1
32334,1
32335,1
32336,1
32337,1
32338,1
32339,1
32340,1
32341,0
32342,1
32343,0
32344,1
32345,1
32346,0
32347,0
32348,0
32349,0
32350,0
32351,1
32352,1
32353,0
32354,1
32355,1
32356,0
32357,1
32358,0
32359,1
32360,1
32361,1
32362,0
32363,0
32364,0
32365,0
32366,1
32367,1
32368,0
32369,1
32370,0
32371,0
32372,0
32373,1
32374,1
32375,1
32376,0
32377,0
32378,1
32379,0
32380,0
32381,0
32382,0
32383,1
32384,1
32385,1
32386,0
32387,0
32388,0
32389,0
32390,1
32391,0
32392,1
32393,0
32394,0
32395,0
32396,0
32397,1
32398,0
32399,0
32400,1
32401,0
32402,0
32403,1
32404,1
32405,0
32406,0
32407,1
32408,1
32409,0
32410,1
32411,0
32412,0
32413,1
32414,1
32415,0
32416,1
32417,0
32418,0
32419,1
32420,0
32421,0
32422,0
32423,1
32424,0
32425,0
32426,0
32427,1
32428,1
32429,1
32430,0
32431,1
32432,1
32433,0
32434,1
32435,1
32436,0
32437,0
32438,0
32439,0
32440,0
32441,1
32442,0
32443,1
32444,1
32445,0
32446,1
32447,0
32448,0
32449,0
32450,1
32451,0
32452,1
32453,0
32454,1
32455,0
32456,0
32457,0
32458,1
32459,1
32460,1
32461,1
32462,0
32463,1
32464,0
32465,0
32466,0
32467,1
32468,1
32469,1
32470,1
32471,0
32472,0
32473,1
32474,1
32475,1
32476,0
32477,1
32478,0
32479,1
32480,0
32481,0
32482,1
32483,0
32484,0
32485,0
32486,0
32487,0
32488,0
32489,0
32490,0
32491,1
32492,0
32493,0
32494,0
32495,0
32496,0
32497,1
32498,0
32499,1
32500,1
32501,1
32502,1
32503,1
32504,1
32505,1
32506,1
32507,1
32508,1
32509,0
32510,0
32511,0
32512,0
32513,0
32514,0
32515,1
32516,0
32517,1
32518,1
32519,0
32520,0
32521,1
32522,1
32523,0
32524,0
32525,1
32526,1
32527,0
32528,0
32529,0
32530,0
32531,0
32532,0
32533,0
32534,0
32535,0
32536,1
32537,1
32538,1
32539,1
32540,1
32541,0
32542,0
32543,0
32544,1
32545,0
32546,0
32547,1
32548,0
32549,0
32550,0
32551,1
32552,0
32553,1
32554,1
32555,0
32556,1
32557,1
32558,0
32559,1
32560,1
32561,1
32562,1
32563,1
32564,1
32565,0
32566,0
32567,0
32568,1
32569,0
32570,0
32571,0
32572,1
32573,0
32574,1
32575,1
32576,0
32577,1
32578,1
32579,1
32580,0
32581,0
32582,0
32583,0
32584,1
32585,0
32586,1
32587,1
32588,1
32589,0
32590,0
32591,0
32592,0
32593,1
32594,1
32595,1
32596,1
32597,1
32598,0
32599,1
32600,1
32601,0
32602,0
32603,1
32604,0
32605,0
32606,1
32607,0
32608,1
32609,0
32610,1
32611,1
32612,1
32613,1
32614,1
32615,1
32616,1
32617,0
32618,1
32619,0
32620,0
32621,1
32622,0
32623,1
32624,0
32625,0
32626,1
32627,1
32628,0
32629,1
32630,0
32631,0
32632,0
32633,0
32634,1
32635,1
32636,1
32637,0
32638,0
32639,1
32640,1
32641,1
32642,1
32643,1
32644,1
32645,0
32646,1
32647,0
32648,0
32649,1
32650,0
32651,0
32652,1
32653,0
32654,1
32655,0
32656,0
32657,1
32658,1
32659,0
32660,1
32661,1
32662,0
32663,1
32664,1
32665,0
32666,1
32667,1
32668,1
32669,1
32670,1
32671,0
32672,1
32673,0
32674,0
32675,0
32676,1
32677,1
32678,1
32679,1
32680,0
32681,1
32682,1
32683,1
32684,1
32685,1
32686,0
32687,1
32688,1
32689,1
32690,0
32691,1
32692,0
32693,0
32694,0
32695,0
32696,1
32697,1
32698,0
32699,1
32700,0
32701,0
32702,0
32703,0
32704,0
32705,0
32706,0
32707,0
32708,0
32709,0
32710,0
32711,0
32712,0
32713,0
32714,0
32715,1
32716,1
32717,1
32718,0
32719,1
32720,1
32721,0
32722,0
32723,0
32724,0
32725,1
32726,1
32727,1
32728,0
32729,1
32730,0
32731,0
32732,1
32733,1
32734,0
32735,1
32736,0
32737,1
32738,0
32739,0
32740,0
32741,1
32742,0
32743,1
32744,0
32745,1
32746,1
32747,1
32748,0
32749,1
32750,0
32751,0
32752,0
32753,1
32754,0
32755,0
32756,1
32757,1
32758,0
32759,0
32760,1
32761,0
32762,0
32763,1
32764,0
32765,0
32766,0
32767,1
32768,0
32769,1
32770,0
32771,0
32772,0
32773,0
32774,0
32775,0
32776,0
32777,1
32778,1
32779,0
32780,0
32781,0
32782,0
32783,0
32784,1
32785,0
32786,0
32787,1
32788,0
32789,0
32790,0
32791,0
32792,0
32793,0
32794,0
32795,1
32796,0
32797,1
